experiment_id	timestamp	score	metrics	kept	commit_sha	notes
exp_001	2026-03-25T12:00:56.408732+00:00	0.186171	{}	yes	1230e37b23a986b63b96fb06cfd86aed66b11221	Filter facing-page text by splitting blocks into left/right halves based on image center, keeping dominant side. CER 0.1836->0.1696.
exp_002	2026-03-25T12:03:13.929566+00:00	0.148899	{}	yes	d0ad763aab58e7416f6117e34436268860fe0eac	Replace image-center split with gap-based spine detection for facing-page filtering. Finds largest horizontal gap between text blocks to identify spine. CER 0.1696->0.1315.
exp_003	2026-03-25T12:08:27.278834+00:00	0.141270	{}	yes	b6ec51d1fe653ad8b06057aad49e1d7acb4137cb	Add page number extraction from top/bottom margins. Page number accuracy 0% -> 35.3%, CER slightly improved.
exp_004	2026-03-25T12:09:47.718768+00:00	0.084010	{}	yes	d4ce2488a96eb97e0dc81a0bcb3d7b817d469015	Sort text at individual line level instead of block level for correct reading order. CER 0.131 -> 0.073.
exp_005	2026-03-25T12:11:25.183071+00:00	0.081600	{}	yes	c5d442d6708673a528c436708097296f48c85b4b	Improved page number extraction to detect header-embedded page numbers (e.g. '110 ELENA FERRANTE'). Page accuracy 35.3% -> 44.1%.
exp_006	2026-03-25T12:12:51.813535+00:00	0.077880	{}	yes	0d1e19fa3177e57a4a37a7ce0a55f1aea5ede926	Add line-level facing-page filtering using gap detection between line centers. CER 0.072 -> 0.068.
exp_007	2026-03-25T12:14:37.636881+00:00	0.074950	{}	yes	59327935399d258b0a816bb1dea460805541226b	Rejoin hyphenated line breaks (e.g. 'won-\nder' -> 'wonder'). CER 0.068 -> 0.065.
exp_008	2026-03-25T12:16:30.419061+00:00	0.073190	{}	yes	2b57df689ed4c1b5c4f7be9d9ef038f3f70cf01f	Extract page numbers from ALL blocks before facing-page filter, and remove page number text from output. Page accuracy 44.1% -> 52.9%.
exp_009	2026-03-25T12:28:13.695610+00:00	0.069870	{}	yes	473150fdd1a98fba7c945302c176c7e63b2f7e88	Line-level page number extraction with 20% margins. Scans individual lines for standalone numbers and header patterns. Page accuracy 52.9% -> 64.7%.
exp_010	2026-03-25T12:29:56.171873+00:00	0.060810	{}	yes	19c7e221789d0316f246fd23de868517b6a5fd1f	Join visual lines into paragraphs using Y-gap detection. CER 0.064 -> 0.055, WER 0.22 -> 0.13.
exp_011	2026-03-25T12:32:05.745966+00:00	0.059970	{}	yes	4b886f6dba0f415e39dc44ee4b024358dd36d0c2	Detect paragraph breaks using short line width (lines ending before right margin). CER 0.055 -> 0.054.
exp_012	2026-03-25T12:34:32.338715+00:00	0.059390	{}	yes	fc7f460ce75c3713861feb2b2d6d9a37f00badf1	Remove running header lines (short all-caps/title-case text with digits in margins) from output. CER 0.054 -> 0.053.
exp_013	2026-03-25T12:35:32.618186+00:00	0.067430	{}	no	reverted	CLAHE contrast enhancement made OCR worse. CER regressed 0.053 -> 0.062. Reverting.
exp_014	2026-03-25T12:36:58.970230+00:00	0.059390	{}	no	reverted	Don't break paragraphs after hyphenated lines. No score change - hyphen rejoin already handled it.
exp_015	2026-03-25T12:37:53.253085+00:00	0.059300	{}	yes	6155d168760a9e60dcae89825a67d284951effd3	Fix OCR character substitutions: double hyphens to em dashes, angle brackets to guillemets. CER 0.0534 -> 0.0533.
exp_016	2026-03-25T12:38:47.572929+00:00	0.054110	{}	yes	211e6d044b78d0194ce7f36b3190f5a71ce2a463	Line-level facing-page filter now requires minor side to have >15% of total text before splitting. Prevents false splits on single-page images. CER 0.053 -> 0.048.
exp_017	2026-03-25T12:40:31.258169+00:00	0.077310	{}	no	reverted	Adding text ratio threshold to block-level facing-page filter made things much worse. Facing page text leaked through. Reverted.
exp_018	2026-03-25T12:41:36.729527+00:00	0.055350	{}	no	reverted	Indentation-based paragraph detection was too aggressive, creating false paragraph breaks. Reverted.
exp_019	2026-03-25T12:42:38.279279+00:00	0.053390	{}	yes	c82f929dc196d89d6fbaacb2b3d8faaeb14dcda0	Filter out very short lines (<4 chars) that are OCR noise from bleed-through. CER 0.048 -> 0.047.
exp_020	2026-03-25T12:44:19.971344+00:00	0.053420	{}	no	reverted	Widen page number margin to 25%. Page accuracy improved 64.7% -> 67.6% but CER slightly regressed. Net score slightly worse.
exp_021	2026-03-25T12:45:28.469537+00:00	0.053490	{}	no	reverted	Regex to fix missing spaces between lowercase-uppercase was too aggressive, hurting German text with internal capitals. Reverted.
exp_022	2026-03-25T12:47:02.998027+00:00	0.048480	{}	yes	608309f63b9b2364225725c5079fb87aefb27b2e	OpenCV deskew using Hough line detection. CER 0.047 -> 0.043, PageAcc 64.7% -> 67.6%. Latency 126ms -> 249ms (within budget).
exp_023	2026-03-25T12:49:02.475540+00:00	0.048500	{}	no	reverted	Image sharpening (unsharp mask) didn't improve OCR quality. Slight regression. Reverted.
exp_024	2026-03-25T12:50:39.911798+00:00	0.048260	{}	yes	eaadda0d924f5cc15dac7d1b762b314e9621ec92	Remove all-caps running header lines in top margin (e.g. 'L'AMICA GENIALE'). CER 0.043 -> 0.043.
exp_025	2026-03-25T12:53:37.960501+00:00	0.048270	{}	no	reverted	More conservative short-line paragraph detection (75th percentile reference, 0.82 threshold). No improvement. Reverted.
exp_026	2026-03-25T12:54:18.198879+00:00	0.048050	{}	yes	e72ad8d0ee3a171636a5eff3e7623ab664b177c2	Also remove title-case header lines in top margin (e.g. 'Du côté de chez Swann'). CER 0.0426 -> 0.0424.
exp_027	2026-03-25T12:56:58.808029+00:00	0.050600	{}	no	reverted	OCR-aware page number regex was too loose, matching normal text. CER regressed. Reverted to original regex patterns.
exp_028	2026-03-25T12:58:28.187461+00:00	0.048050	{}	no	reverted	Lower paragraph gap threshold (0.5x line height). No improvement - dialogue paragraphs don't have extra spacing.
exp_029	2026-03-25T12:59:37.468927+00:00	0.048330	{}	no	reverted	Indentation-based paragraph detection (refined with 1.5x height threshold). Still creates false positives. Reverted.
exp_030	2026-03-25T13:00:32.706060+00:00	0.048050	{}	no	reverted	Lower deskew minimum angle (0.1 vs 0.3). No change - no images have skew in that range.
exp_031	2026-03-25T13:01:23.931458+00:00	0.048050	{}	no	reverted	Conditional line-level filter (only when block filter didn't split). No change - block filter always applies.
exp_032	2026-03-25T13:02:21.183831+00:00	0.055560	{}	no	reverted	Downscaling to 1600px max hurt OCR quality. Page accuracy dropped to 41.2%. Reverted.
exp_034	2026-03-25T13:05:29.217078+00:00	0.046820	{}	yes	3313a4937d1d64778c2938891f10c4448e89d047	Remove short header-like lines in top margin that are much shorter than body text. CER 0.042 -> 0.041.
exp_035	2026-03-25T13:06:56.636737+00:00	0.046670	{}	yes	e70f5e3107fa350b986477bf22d918b92220292b	Filter short noise lines in bottom margin (background text, game boards, etc). CER 0.041 -> 0.041.
exp_036	2026-03-25T13:13:48.137665+00:00	0.045850	{}	yes	1e69cfcea1af8cb808120d5a5f3169db94ba2b27	Bilateral filter (d=9, sigma=75) for noise reduction before OCR. CER 0.041 -> 0.038. Page accuracy dropped 67.6% -> 58.8% but net score improved.
exp_037	2026-03-25T13:14:27.367679+00:00	0.049340	{}	no	reverted	Lighter bilateral filter (d=7, sigma=50) was worse than d=9/sigma=75. Reverting to previous settings.
exp_038	2026-03-25T13:16:29.835533+00:00	0.046760	{}	no	reverted	Background normalization (morphological closing) was worse than bilateral filter and added 350ms latency. Reverted to bilateral filter.
exp_039	2026-03-25T13:19:21.706509+00:00	0.051030	{}	no	reverted	fastNlMeansDenoisingColored was way too slow (2976ms) and worse results. Reverted to bilateral filter.
exp_040	2026-03-25T13:21:26.526219+00:00	0.045930	{}	no	reverted	Short-line paragraph break minimum length threshold didn't help. The change helped some samples but hurt others. Reverted.
exp_041	2026-03-25T13:25:55.333607+00:00	0.044820	{}	yes	e8eee1c49ed97886a4538452d9fc2eef14af46a3	Dual OCR: original image for page numbers, denoised image for text. Recovers page accuracy (58.8% -> 67.6%) while keeping denoised CER benefit. Score 0.04585 -> 0.04482.
exp_042	2026-03-25T13:28:01.196905+00:00	0.045410	{}	no	reverted	OCR digit correction for page numbers was too aggressive, causing false matches. Reverted.
exp_043	2026-03-25T13:28:57.662828+00:00	0.044040	{}	yes	cadcfc4b071d97b4ade0df069567a0af2b22cf49	Stronger bilateral filter (d=11, sigma=100). CER 0.039 -> 0.038. Score 0.04482 -> 0.04404. Latency 462ms.
exp_044	2026-03-25T13:29:42.910570+00:00	0.045900	{}	no	reverted	Even stronger bilateral filter (d=13, sigma=120) was worse - over-smoothing hurts OCR. Reverted to d=11/sigma=100.
exp_045	2026-03-25T13:31:49.441364+00:00	0.041210	{}	yes	e7bf9dd24a1d2c76ca7e1b3a9f19acf226210e9a	Add unsharp mask after bilateral filter (1.5x sharp - 0.5x blur). CER 0.038 -> 0.035. Score 0.04404 -> 0.04121.
exp_046	2026-03-25T13:33:01.780472+00:00	0.044820	{}	no	reverted	Tuning sharpening parameters (tried 2.0/-1.0 and 1.3/-0.3) didn't improve over 1.5/-0.5. Reverted.
exp_047	2026-03-25T13:34:15.071086+00:00	0.045410	{}	no	reverted	Tried different Gaussian blur sigmas for sharpening (2.0 and 4.0). Sigma=3.0 is optimal. Reverted.
exp_048	2026-03-25T13:40:52.785142+00:00	0.291750	{}	no	reverted	Vertical facing-page filter incorrectly splits single-page images on paragraph gaps. Massive regression. Reverted.
exp_049	2026-03-25T14:33:46.622350+00:00	0.040563	{}	yes	a484a4b96b7160ef80321a0afc992da8f9156e16	Only break paragraphs on short lines that end with sentence-ending punctuation. Prevents false paragraph breaks from truncated lines near book spine. Score 0.04121 -> 0.04056.
exp_050	2026-03-25T14:36:20.223994+00:00	0.039974	{}	yes	be379504c8a6d341cd3e7cee3ee453f26bbb58f4	Search both original and denoised OCR results for page numbers (fallback). Page accuracy 67.6% -> 70.6%. Score 0.04056 -> 0.03997.
exp_051	2026-03-25T14:39:28.971904+00:00	0.039824	{}	yes	6e09b67dca891dec19c842d02cb73cf48f723df4	Add contrast stretching (normalize to full dynamic range) before bilateral filter. CER 0.03479 -> 0.03463. Score 0.03997 -> 0.03982.
exp_052	2026-03-25T14:40:22.260771+00:00	0.039794	{}	yes	d104bf3a100ce7895a9c14e568ab0ab630db5065	Detect paragraph breaks when line starts with opening quotation marks and previous line ends with punctuation. CER 0.03463 -> 0.03460. Score 0.03982 -> 0.03979.
exp_053	2026-03-25T14:42:19.705950+00:00	0.039794	{}	no	reverted	Perspective correction using page boundary contour detection. No score change - contours likely not matching. Reverted.
exp_054	2026-03-25T14:43:54.130923+00:00	0.039764	{}	yes	f6e41133fd65191e027167367fb981b384019b48	Convert space-hyphen-space between words to em dash. Fixes European em dash OCR pattern. CER 0.03460 -> 0.03457.
exp_055	2026-03-25T14:44:58.456876+00:00	0.039749	{}	yes	a6eb9d712703db6c8d57902d4831c13380dafed1	Indentation-based paragraph detection: if line starts indented (>1.5x line height right of base margin) and prev line ends with punctuation, break paragraph. CER 0.03457 -> 0.03456.
exp_056	2026-03-25T14:46:13.819636+00:00	0.045509	{}	no	reverted	Converting denoised image to grayscale before OCR made things much worse. CER 0.035 -> 0.040. ML Kit works better with color. Reverted.
exp_057	2026-03-25T14:47:22.132477+00:00	0.037985	{}	yes	6f4b0fa2480a5941db643151873ddb31006e6c03	Extract page numbers from assembled text as final fallback (check first/last lines for standalone numbers). Page accuracy 70.6% -> 79.4%. Score 0.03975 -> 0.03799.
exp_058	2026-03-25T14:48:52.507474+00:00	0.037985	{}	no	reverted	Extended text-based page number extraction to check more lines and patterns. No improvement - the remaining missing page numbers aren't in the assembled text. Reverted.
exp_059	2026-03-25T14:51:21.061628+00:00	0.038270	{}	no	reverted	Removing period-space between lowercase letters was too aggressive - removed legitimate sentence-ending periods. CER regressed. Reverted.
exp_060	2026-03-25T14:52:16.339771+00:00	0.037955	{}	yes	f01034350b0f1a4870da8197a77c8347fce0585c	Fix missing apostrophes in common English contractions (dont -> don't, etc.). CER 0.03456 -> 0.03453.
exp_061	2026-03-25T14:53:42.726674+00:00	0.045436	{}	no	reverted	Gentle CLAHE on luminance channel (clip=1.5, tile=8x8) badly hurts ML Kit OCR. CER 0.035 -> 0.043. Even conservative CLAHE degrades text recognition. Reverted.
exp_062	2026-03-25T14:56:43.439123+00:00	0.037850	{}	yes	242ed0befedd9ff9f24e6eacea3b7809872b190d	Split paragraphs at dialogue boundaries: after closing guillemets/quotes before uppercase, and before opening guillemets/quotes after colon. CER 0.03453 -> 0.03442.
exp_063	2026-03-25T15:00:18.206314+00:00	0.037850	{}	no	reverted	Adaptive paragraph gap threshold (median gap + 0.5× height) instead of fixed 0.8× height. No improvement. Reverted.
exp_064	2026-03-25T15:01:56.636124+00:00	0.037805	{}	yes	b040e554d9674c1ded712e568a15ca4d1f6626ab	Widen page number search margin from 20% to 25%. CER 0.03442 -> 0.03437. Score 0.03785 -> 0.03780.
exp_065	2026-03-25T15:03:43.092996+00:00	0.045619	{}	no	reverted	Two-pass bilateral filter (d=7, sigma=75 each) was much worse than single pass (d=11, sigma=100). CER regressed 0.034 -> 0.042. Reverted.
exp_066	2026-03-25T15:06:19.684402+00:00	0.044944	{}	no	reverted	Reducing bilateral filter color sigma from 100 to 75 worsened CER. The current sigma=100 for both is optimal. Reverted.
exp_067	2026-03-25T15:07:57.102072+00:00	0.037745	{}	yes	6a3b1073219f2d25f3057702440d6beb78c8b686	Lower indentation threshold from 1.5x to 1.0x median height for paragraph detection. Catches more indented paragraph starts. CER 0.03437 -> 0.03431.
exp_068	2026-03-25T15:08:49.355124+00:00	0.037760	{}	no	reverted	Lower indentation threshold to 0.7x was slightly worse than 1.0x. The 0.7x threshold creates some false positives. Reverted to 1.0x.
exp_069	2026-03-25T15:10:49.829800+00:00	0.037880	{}	no	reverted	English straight-quote dialogue splitting (.' + capital) creates too many false positives. CER regressed. Reverted.
exp_070	2026-03-25T15:12:39.250304+00:00	0.043924	{}	no	reverted	Unsharp mask sigma=2.0 was worse than sigma=3.0. CER regressed. Reverted.
exp_071	2026-03-25T15:15:30.925009+00:00	0.036872	{}	yes	5c0e6d33d253cc773aa423ba927e4c58d43b1a22	Combined header prefix removal and page number extraction. Detects title-like header text before embedded page numbers, removes header from output, and uses the number. Page accuracy 79.4% -> 82.4%, CER 0.03431 -> 0.03402.
exp_072	2026-03-25T15:19:27.842662+00:00	0.036137	{}	yes	a474c349a469ebda34c97786cc8924a37aa7fa3a	Wider header prefix detection (up to 55 chars, require 2+ words). Catches longer running headers like 'Debacle: Lorraine, Ardennes, Charlerol, Mons 267'. CER 0.03402 -> 0.03327.
exp_073	2026-03-25T19:14:06.747503+00:00	0.049545	{}	no	reverted	Spell correction with edit-distance-1 was too aggressive, CER regressed from 0.033 to 0.047. Corrections are likely replacing valid words incorrectly.
exp_074	2026-03-25T19:16:33.700921+00:00	0.043156	{}	no	reverted	Conservative spell correction (lowercase-only, same first letter) still regressed CER. Dictionaries likely too small, causing valid words to be incorrectly corrected.
exp_075	2026-03-25T19:18:27.443120+00:00	0.036317	{}	no	reverted	Deletion-only spell correction was nearly neutral but slightly worse. Need more targeted approach.
exp_076	2026-03-25T19:20:15.117905+00:00	0.039826	{}	no	reverted	Full edit-distance-1 with allWords filter still too aggressive. CER regressed 0.033 to 0.037.
exp_077	2026-03-25T19:21:54.540397+00:00	0.036317	{}	no	reverted	Deletion-only with allWords check same as without. Still slightly worse than baseline.
exp_078	2026-03-25T19:24:08.039264+00:00	0.036332	{}	no	reverted	Duplicate-char-only spell correction still slightly worse than baseline. Even most conservative approach doesn't help.
exp_079	2026-03-25T19:29:40.441805+00:00	0.036302	{}	no	reverted	Deletion-only spell correction with length>=6 still slightly worse. False positives still outweigh true fixes.
exp_080	2026-03-25T19:31:42.011808+00:00	0.040246	{}	no	reverted	OCR confusion-pair substitutions still too aggressive. CER regressed from 0.033 to 0.037.
exp_081	2026-03-25T19:33:57.578876+00:00	0.037381	{}	no	reverted	Lowercased dictionary loading made spell correction worse - more false positives from enlarged candidate matches.
exp_082	2026-03-25T19:34:53.861319+00:00	0.035972	{}	yes	caa129561268167f088a1a2103dd8e05948cf1ab	Fix OCR reading guillemets as angle brackets: < before uppercase -> «, trailing > -> ». Also remove duplicate » artifacts. CER 0.03327 -> 0.03310.
